Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2025 1,CR 2025 2
AIQ,GEN,Maharashtra,"BJMC, Pune",DERMATOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",1296,33(1),33(1),33(1),,,814(2),1025(2),1025(2),,,387(2),506(2)
AIQ,EWS,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,"₹1,57,100*","₹93,559",1,"₹50,00,000",2844,,,,,,,,,,,211(1),509(1)
AIQ,GEN,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,"₹15,000*","₹67,032",1,"₹20,00,000",4800,633(5),923(5),1001(5),,,735(6),886(6),886(6),,,385(6),519(6)
AIQ,GEN,Uttar Pradesh,"SGPGI, Lucknow",NUCLEAR MEDICINE,"₹35,000*","₹1,15,506",2*,"₹40,00,000*",1609,1389(2),1389(2),1389(2),,,1298(2),2026(2),2026(2),,,526(2),526(2)
AIQ,GEN,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,455(3),789(3),999(3),,,302(3),610(3),674(3),,,308(5),527(5)
AIQ,SC,Kerala,"Govt Med Coll, Kozhikode",RADIO DIAGNOSIS,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,2216(1),2216(1),2216(1),,,3683(1),3683(1),3683(1),,,528(1),528(1)
AIQ,GEN,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,483(4),483(4),483(4),,,550(5),580(5),825(5),,,529(6),529(6)
AIQ,GEN,Andhra Pradesh,"Andhra Med Coll, Vizag",RADIO DIAGNOSIS,"₹30,000*","₹60,823",0*,₹0*,1030,679(1),740(1),1120(1),,,656(2),656(2),732(2),,,531(1),531(1)
AIQ,GEN,Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,"₹14,093*","₹87,216*",2,"₹1,50,00,000",5702,466(13),478(13),478(13),787(1),2515(1),455(12),473(12),510(12),,,439(11),538(11)
AIQ,GEN,Delhi,"VMMC, Delhi",OBG,"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,460(7),495(7),860(7),,,155(6),155(6),155(6),,,541(6),541(6)
AIQ,OBC,Delhi,"MAMC, Delhi",GENERAL MEDICINE,"₹16,200*","₹1,26,927*",1,"₹20,00,000",2800,245(3),253(3),406(3),,,314(3),314(3),345(3),,,464(3),543(3)
AIQ,GEN,Haryana,"Pt BD Sharma, Rohtak",DERMATOLOGY,"₹1,25,000*","₹1,04,346*",0*,₹0*,2080,,,,,,789(2),1038(2),1755(2),,,549(1),549(1)
AIQ,ST,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,"₹51,000","₹1,36,008",1,"₹20,00,000",1626,5966(1),5966(1),7926(1),,,6438(1),6438(1),5995(1),,,552(1),552(1)
AIQ,GEN,Telangana,"Gandhi Med Coll, Secunderabad",RADIO DIAGNOSIS,"₹15,000*","₹67,032",1,"₹20,00,000",1200,550(3),645(3),645(3),,,464(2),464(2),946(2),3407(1),,555(1),555(1)
AIQ,GEN,Uttar Pradesh,"JNMC (AMU), Aligarh",DERMATOLOGY,"₹54,700*","₹1,14,975*",0,₹0,1269,,,,,,,,,,,557(1),557(1)
AIQ,OBC,Kerala,"Govt Med Coll, Kottayam",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",2094,755(2),1061(2),1061(2),,,921(1),921(1),921(1),,,301(1),560(1)
DU,GEN,Delhi,"GB Pant IPGMER, Delhi",RADIO DIAGNOSIS,"₹16,200*","₹1,26,927*",1,"₹20,00,000",714,,,,,,164(1),164(1),164(1),,,,562(2)
AIQ,GEN,Andhra Pradesh,"SVIMS, Tirupati",RADIO DIAGNOSIS,"₹1,75,000*","₹96,951",1*,"₹40,00,000*",1257,525(2),770(2),770(2),,,,,,,,521(2),567(2)
AIQ,GEN,Maharashtra,"Tata Memorial, Mumbai",NUCLEAR MEDICINE,"₹1,05,500*","₹1,05,840",1*,"₹25,00,000*",614,1788(3),1675(3),3343(3),,,1301(3),1405(3),1405(3),,,386(3),568(5)
AIQ,OBC,Kerala,"Govt Med Coll, Kottayam",DERMATOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",2094,,,,,,808(1),1108(1),1108(1),,,577(1),577(1)
AIQ,GEN,Maharashtra,"Grant Med Coll, Mumbai",GENERAL SURGERY,"₹1,57,100*","₹93,559",1,"₹50,00,000",2844,461(5),461(5),461(5),,,661(6),874(6),874(6),,,564(8),582(8)
AIQ,GEN,Maharashtra,"Topiwala, Mumbai",RADIO DIAGNOSIS,"₹1,57,100*","₹93,559",1,"₹50,00,000",1300,338(2),467(2),482(2),1685(1),,273(1),259(1),447(1),,,484(1),584(1)
AIQ,GEN,Maharashtra,"Govt Med Coll, Akola",RADIO DIAGNOSIS,"₹1,57,100*","₹93,559",1,"₹50,00,000",946,958(1),1605(1),2722(1),,,,,,,,585(1),585(1)
AIQ,OBC,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,725(2),945(2),945(2),,,889(2),1005(2),1005(2),,,437(2),588(2)
AIQ,GEN,Maharashtra,"Indira Gandhi MedColl, Nagpur",RADIO DIAGNOSIS,"₹1,57,100*","₹93,559",1,"₹50,00,000",822,317(1),732(1),893(1),,,525(1),525(1),525(1),,,553(1),592(1)
AIQ,OBC,Kerala,"Govt Med Coll, Kottayam",RADIO DIAGNOSIS,"₹69,470*","₹57,876",1*,"₹50,00,000*",2094,,,,,,630(1),793(1),813(1),,,259(1),595(1)
AIQ,OBC,Uttar Pradesh,"JNMC (AMU), Aligarh",RADIO DIAGNOSIS,"₹54,700*","₹1,14,975*",0,₹0,1269,759(2),1140(2),1536(2),,,689(2),819(2),819(2),,,395(1),596(1)
AIQ,GEN,Delhi,"IndianRailwayPGInst,New Delhi",GENERAL MEDICINE,"₹16,200*","₹1,10,533",0*,₹0*,Info Not Available,,,,,,,,,,,,597(1)
AIQ,GEN,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,"₹50,000*","₹54,025*",2*,"₹40,00,000*",7285,419(7),396(7),918(7),,,320(6),320(6),748(6),,,291(7),603(7)
AIQ,GEN,Tamil Nadu,"Stanley Med Coll, Chennai",RADIO DIAGNOSIS,"₹50,000*","₹54,025*",2*,"₹40,00,000*",1661,379(4),379(4),379(4),,,94(1),94(1),94(1),,,399(3),606(3)
AIQ,GEN,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",DERMATOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",1462,20(1),140(1),140(1),,,481(1),750(1),750(1),,,102(1),610(1)
AIQ,SC,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,221(1),221(1),221(1),,,785(2),785(2),785(2),,,615(1),615(1)
AIQ,GEN,Delhi,"ABVIMS (Dr RML Hosp), Delhi",PSYCHIATRY,"₹51,000","₹1,36,008",1,"₹20,00,000",1626,,,,,,2063(3),2736(3),3302(3),,,618(1),618(1)
AIQ,OBC,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1993,1406(4),1427(4),1427(4),,,1646(5),1810(5),2238(5),5387(1),,620(4),620(4)
AIQ,GEN,Karnataka,"Mysore Med Coll, Mysore",GENERAL MEDICINE,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1050,656(5),1178(5),1552(5),,,593(5),1048(5),1048(5),,,624(4),624(4)
AIQ,EWS,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,"₹1,25,000*","₹1,04,346*",0*,₹0*,2080,,,,,,,,,,,633(1),633(1)
AIQ,GEN,Gujarat,"BJMC, Ahmedabad",DERMATOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,503(2),1125(2),1465(2),,,380(1),380(1),380(1),,,634(2),634(2)
AIQ,GEN,Uttar Pradesh,"MLN Med Coll, Allahabad",RADIO DIAGNOSIS,"₹24,000*","₹1,10,646*",2*,"₹40,00,000*",Info Not Available,602(1),856(1),856(1),,,565(1),565(1),565(1),,,638(1),638(1)
AIQ,GEN,Karnataka,"KIMS, Hubli",DERMATOLOGY,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1200,,,,,,,,,,,610(1),642(1)
AIQ,EWS,Bihar,"IGIMS, Patna",RADIO DIAGNOSIS,"₹1,60,000*","₹1,22,878*",0,₹0,1170,,,,,,,,,,,651(1),651(1)
AIQ,GEN,Andhra Pradesh,"Andhra Med Coll, Vizag",GENERAL MEDICINE,"₹30,000*","₹60,823",0*,₹0*,1030,1001(6),1393(6),1443(6),,,886(4),1065(4),1145(4),,,650(4),652(4)
AIQ,GEN,Andhra Pradesh,"Kurnool Med Coll, Kurnool",RADIO DIAGNOSIS,"₹30,000*","₹60,823",0*,₹0*,1150,770(2),1072(2),1072(2),,,,,,,,659(1),659(1)
AIQ,GEN,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",RADIO DIAGNOSIS,"₹11,000*","₹80,000",0*,₹0*,1200,628(4),628(4),628(4),,,254(2),254(2),254(2),,,664(3),664(3)
AIQ,GEN,Telangana,"Gandhi Med Coll, Secunderabad",GENERAL MEDICINE,"₹15,000*","₹67,032",1,"₹20,00,000",1200,437(5),437(5),437(5),,,701(4),701(4),735(4),4285(1),,519(3),667(3)
AIQ,GEN,Rajasthan,"RNT, Udaipur",DERMATOLOGY,"₹14,093*","₹87,216*",2,"₹1,50,00,000",2206,1119(2),1304(2),1304(2),,,697(1),1208(1),1328(1),,,671(2),671(2)
AIQ,OBC,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,"₹14,093*","₹87,216*",2,"₹1,50,00,000",5702,946(3),1175(3),1175(3),,,450(3),450(3),450(3),,,631(3),674(3)
AIQ,GEN,Karnataka,"ESI, Bangalore",GENERAL MEDICINE,"₹2,50,000*","₹1,14,016*",2*,"₹10,00,000*",530,1520(2),1854(2),1854(2),,,743(1),743(1),743(1),,,677(1),677(1)
AIQ,GEN,Karnataka,"KIMS, Hubli",RADIO DIAGNOSIS,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1200,728(1),735(1),996(1),,,,,,,,472(1),679(1)
AIQ,OBC,Delhi,"VMMC, Delhi",GENERAL MEDICINE,"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,305(4),334(4),506(4),,,328(3),328(3),328(3),,,543(3),680(3)
AIQ,OBC,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,"₹1,57,100*","₹93,559",1,"₹50,00,000",1462,324(1),686(1),816(1),,,229(1),268(1),268(1),,,231(1),681(1)
AIQ,OBC,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,"₹50,000*","₹54,025*",2*,"₹40,00,000*",7285,591(4),591(4),591(4),,,515(5),760(5),1798(5),,,594(5),686(5)
AIQ,GEN,Odisha,"SCB, Cuttack",RADIO DIAGNOSIS,"₹35,000*","₹73,042",2*,"₹55,09,464*",2106,654(2),1239(2),1239(2),,,629(2),887(2),908(2),,,581(1),687(1)
AIQ,OBC,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,"₹48,226*","₹1,12,054*",0,₹0,1165,438(1),719(1),719(1),,,987(2),1054(2),1054(2),,,680(2),694(2)
AIQ,GEN,Haryana,"ESIC Med Coll, Faridabad",GENERAL MEDICINE,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,415(1),415(1),415(1),,,491(1),1085(1),1045(1),,,597(1),695(1)
AIQ,OBC,Haryana,"Pt BD Sharma, Rohtak",RADIO DIAGNOSIS,"₹1,25,000*","₹1,04,346*",0*,₹0*,2080,650(1),1025(1),1025(1),,,292(1),549(1),549(1),,,700(1),700(1)
AIQ,EWS,Gujarat,"Medical College, Baroda",GENERAL MEDICINE,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,739(1),1232(1),1232(1),,,616(1),1084(1),1594(1),,,701(1),701(1)
AIQ,GEN,West Bengal,"Nilratan Sircar, Kolkata",RADIO DIAGNOSIS,"₹12,000*","₹61,634",3*,"₹30,00,000*",1920,893(2),1215(2),1215(2),,,399(2),508(2),508(2),,,654(2),707(2)
AIQ,SC,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,"₹16,200*","₹1,26,927*",1,"₹20,00,000",2800,430(1),430(1),430(1),,,1237(2),1237(2),1237(2),,,708(1),708(1)
DNB Post MBBS,GEN,Gujarat,"Apollo Hospital,Gandhinagar",DNBGENERAL MEDICINE,"₹1,25,000","₹1,00,800*",0,₹0,300,4066(1),6351(1),6351(1),,,4583(1),5080(1),5080(1),,,709(1),709(1)
IP,EWS,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,371(1),371(1),371(1),,,,,,,,711(1),711(1)
AIQ,GEN,Jammu and Kashmir,"Govt Med Coll, Jammu",RADIO DIAGNOSIS,"₹25,000*","₹63,240",0*,₹0*,2663,797(3),1021(3),1021(3),,,671(2),671(2),671(2),,,717(1),717(1)
AIQ,SC,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,"₹51,000","₹1,36,008",1,"₹20,00,000",1626,583(1),583(1),583(1),,,1398(1),1398(1),1398(1),,,721(1),721(1)
AIQ,GEN,Rajasthan,"SP Med Coll, Bikaner",RADIO DIAGNOSIS,"₹14,093*","₹87,216*",2,"₹1,50,00,000",1570,627(1),643(1),643(1),,,606(2),606(2),606(2),,,695(3),722(3)
AIQ,GEN,Karnataka,"KIMS, Hubli",GENERAL MEDICINE,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1200,1184(5),1468(5),1521(5),,,690(5),1052(5),1351(5),,,327(3),723(3)
AIQ,GEN,West Bengal,Burdwan Medical College,RADIO DIAGNOSIS,"₹12,000*","₹61,634",3*,"₹30,00,000*",1099,,,,,,561(1),955(1),955(1),,,724(1),724(1)
AIQ,OBC,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL SURGERY,"₹51,000","₹1,36,008",1,"₹20,00,000",1626,1430(3),1430(3),1430(3),,,880(2),880(2),880(2),,,728(2),728(2)
AIQ,GEN,Maharashtra,"HBT & RN Cooper, Mumbai",GENERAL MEDICINE,"₹1,57,100*","₹93,559",1,"₹50,00,000",940,846(2),846(2),846(2),,,524(2),524(2),524(2),,,431(4),733(4)
AIQ,EWS,Chandigarh,"GMC, Chandigarh",GENERAL MEDICINE,"₹34,500*","₹1,09,926*",0,₹0,967,757(1),1214(1),1214(1),,,519(1),519(1),1102(1),,,737(1),737(1)
AIQ,GEN,Kerala,"TD Med Coll, Allepey",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,858(5),1240(5),1478(5),2815(1),,674(5),1364(5),1364(5),,,443(3),740(3)
AIQ,EWS,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,"₹15,000*","₹67,032",1,"₹20,00,000",4800,,,,,,1010(1),1010(1),1010(1),,,741(1),741(1)
AIQ,OBC,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,"₹47,220*","₹1,32,336*",1,"₹20,00,000",1000,377(1),377(1),377(2),,,,,,,,361(1),744(1)
AIQ,OBC,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,436(3),480(3),829(3),,,424(2),424(2),424(2),,,745(2),745(2)
AIQ,GEN,Madhya Pradesh,"Gajra Raja Med Coll, Gwalior",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1*,"₹10,00,000*",1100,732(2),811(2),825(2),,,621(2),621(2),641(2),,,752(2),752(2)
DNB Post MBBS,GEN,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBRADIO DIAGNOSIS,"₹1,25,000","₹85,000*",0,₹0,550,530(2),546(2),546(2),,,363(2),602(2),602(2),,,510(2),754(2)
AIQ,EWS,Andhra Pradesh,"SVIMS, Tirupati",RADIO DIAGNOSIS,"₹1,75,000*","₹96,951",1*,"₹40,00,000*",1257,931(1),882(1),882(1),,,1024(1),1024(1),1024(1),,,861(1),755(1)
AIQ,GEN,Maharashtra,"Seth GS, Mumbai",ENT,"₹1,57,100*","₹93,559",1,"₹50,00,000",2250,950(1),5343(1),5343(1),,,,,,,,756(1),756(1)
AIQ,GEN,Rajasthan,"SP Med Coll, Bikaner",DERMATOLOGY,"₹14,093*","₹87,216*",2,"₹1,50,00,000",1570,,,,,,,,,,,759(1),759(1)
AIQ,OBC,Maharashtra,"Grant Med Coll, Mumbai",DERMATOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",2844,1500(1),2136(1),2264(1),,,1699(1),2012(1),1484(1),5614(1),,764(1),764(1)
AIQ,GEN,Gujarat,"Medical College, Baroda",RADIO DIAGNOSIS,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,528(1),687(1),928(1),2911(1),3459(1),,,,,,425(3),765(3)
AIQ,EWS,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,1177(2),1177(2),1657(2),,,1470(1),1470(1),1470(1),,,767(1),767(1)
AIQ,GEN,Punjab,"Govt Med Coll, Patiala",RADIO DIAGNOSIS,"₹1,25,000*","₹76,000*",2*,"₹20,00,000*",1130,431(1),825(1),783(1),,,349(2),503(2),503(2),,,698(1),772(1)
DNB Post MBBS,GEN,Maharashtra,"PD Hinduja, Mumbai",DNBRADIO DIAGNOSIS,"₹1,25,000","₹89,700",0,₹0,400,578(2),731(2),989(2),,,425(2),712(2),712(2),,,612(2),773(2)
AIQ,EWS,Rajasthan,"RNT, Udaipur",RADIO DIAGNOSIS,"₹14,093*","₹87,216*",2,"₹1,50,00,000",2206,,,,,,,,,,,778(1),778(1)
AIQ,OBC,Rajasthan,"SMS, Jaipur",DERMATOLOGY,"₹14,093*","₹87,216*",2,"₹1,50,00,000",5702,988(1),988(1),988(1),,,1409(2),1409(2),1409(2),,,780(2),780(2)
AIQ,GEN,West Bengal,"Govt. Med College, Kolkata",GENERAL MEDICINE,"₹12,000*","₹61,634",3*,"₹30,00,000*",2668,493(4),584(4),584(4),,,344(5),480(5),561(5),,,782(4),782(4)
AIQ,GEN,Madhya Pradesh,"Gandhi Med Coll, Bhopal",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1*,"₹10,00,000*",1135,691(2),691(2),691(2),,,394(2),394(2),816(2),2186(1),3394(1),578(3),787(3)
AIQ,GEN,Bihar,"IGIMS, Patna",GENERAL MEDICINE,"₹1,60,000*","₹1,22,878*",0,₹0,1170,809(2),1276(2),1276(2),,,710(2),710(2),710(2),2506(1),,362(2),788(2)
IP,GEN,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,"₹51,000","₹1,36,008",1,"₹20,00,000",1626,704(8),704(8),704(8),,,1278(7),1278(7),1278(7),,,572(7),797(7)
AIQ,EWS,Uttar Pradesh,"KGMU, Lucknow",GENERAL MEDICINE,"₹54,700*","₹1,26,725",2*,"₹40,00,000*",4500,552(1),1830(2),1981(2),,,879(2),1465(2),1465(2),,,802(1),802(1)
AIQ,EWS,Delhi,"MAMC, Delhi",GENERAL SURGERY,"₹16,200*","₹1,26,927*",1,"₹20,00,000",2800,1896(1),1896(1),1896(1),,,,,,,,509(1),803(1)
AIQ,OBC,Chandigarh,"GMC, Chandigarh",GENERAL MEDICINE,"₹34,500*","₹1,09,926*",0,₹0,967,971(2),971(2),971(2),,,529(1),529(1),529(1),,,804(1),804(1)
DNB Post MBBS,GEN,Maharashtra,"PD Hinduja, Mumbai",DNBGENERAL MEDICINE,"₹1,25,000","₹89,700",0,₹0,400,1670(2),1386(2),2208(2),,,942(2),942(2),942(2),,,544(2),817(2)
AIQ,GEN,Gujarat,"MP Shah, Jamnagar",GENERAL MEDICINE,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,555(6),1356(6),1438(6),,,780(5),1141(5),1597(5),,,689(3),824(3)
AIQ,OBC,Maharashtra,"Govt Med Coll, Nagpur",RADIO DIAGNOSIS,"₹1,57,100*","₹93,559",1,"₹50,00,000",1866,843(1),905(1),905(1),,,345(2),584(2),623(2),,,692(2),830(2)
AIQ,EWS,Maharashtra,"Topiwala, Mumbai",GENERAL MEDICINE,"₹1,57,100*","₹93,559",1,"₹50,00,000",1300,1027(1),757(1),757(1),,,562(1),562(1),562(1),,,814(1),835(1)
AIQ,OBC,Odisha,"SCB, Cuttack",DERMATOLOGY,"₹35,000*","₹73,042",2*,"₹55,09,464*",2106,1677(1),5191(1),5569(1),,,2785(1),2785(1),2785(1),,,836(1),836(1)
AIQ,GEN,Rajasthan,"SNMC, Jodhpur",DERMATOLOGY,"₹14,093*","₹87,216*",2,"₹1,50,00,000",3101,,,,,,1115(2),1281(2),1477(2),,,837(2),837(2)
AIQ,GEN,Kerala,"Govt of Med Sci, Pariyaram",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",1752,823(1),1590(1),1590(1),,,784(1),1464(1),1788(1),,,740(1),839(1)
AIQ,GEN,Punjab,"Govt Med Coll, Amritsar",RADIO DIAGNOSIS,"₹1,25,000*","₹76,000*",2*,"₹20,00,000*",951,498(1),939(1),939(1),,,,,,,,747(2),841(2)
AIQ,GEN,Maharashtra,"BARC, Mumbai",NUCLEAR MEDICINE,"₹75,500","₹96,000",1*,"₹25,00,000*",390,2976(3),3343(3),4925(3),,,1670(3),1918(3),1918(3),6772(1),,658(3),845(3)
AIQ,GEN,Tamil Nadu,"Kilpauk Med Coll, Chennai",RADIO DIAGNOSIS,"₹50,000*","₹54,025*",2*,"₹40,00,000*",1700,573(1),573(1),573(1),,,210(1),498(1),498(1),,,567(2),850(2)
AIQ,GEN,Tamil Nadu,"Stanley Med Coll, Chennai",GENERAL MEDICINE,"₹50,000*","₹54,025*",2*,"₹40,00,000*",1661,750(6),953(6),953(6),,,734(7),1106(7),1106(7),,,602(6),853(6)
AIQ,EWS,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1993,1210(2),1210(2),1210(2),,,437(2),437(2),437(2),,,835(2),856(2)
DNB Post MBBS,GEN,Maharashtra,"HurkisondasNurrotumdas, Mumbai",DNBRADIO DIAGNOSIS,"₹1,25,000","₹94,000",0,₹0,360,998(2),1242(2),1242(2),,,712(2),728(2),737(2),,,842(2),859(2)
AIQ,GEN,Maharashtra,"Tata Memorial, Mumbai",RADIO DIAGNOSIS,"₹1,05,500*","₹1,05,840",1*,"₹25,00,000*",614,440(8),657(8),657(8),,,377(8),410(8),439(8),,,486(8),861(10)
DNB Post MBBS,GEN,Kerala,"Malabar IMS, Kozhikode",DNBRADIO DIAGNOSIS,"₹1,25,000","₹57,876",0,₹0,573,1059(2),1489(2),1489(2),,,1267(2),1267(2),1267(2),,,595(2),863(2)
AIQ,GEN,Rajasthan,"RUHS, Jaipur",GENERAL MEDICINE,"₹89,489*","₹87,216*",2*,"₹1,50,00,000*",300,,,,,,,,,,,,864(1)
AIQ,EWS,Karnataka,"Bangalore Med Coll, Bangalore",RADIO DIAGNOSIS,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1993,625(1),625(1),625(1),,,386(1),740(1),740(1),,,868(1),868(1)
AIQ,OBC,Kerala,"Medical College, Trivandrum",DERMATOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,1008(1),1500(1),1500(1),,,756(1),756(1),756(1),,,870(1),870(1)
AIQ,GEN,Gujarat,"Medical College, Baroda",GENERAL MEDICINE,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,287(4),287(4),287(4),,,589(5),888(5),1507(5),,,625(5),871(5)
AIQ,ST,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,,,,,,9101(1),9101(1),9578(1),,,4184(1),876(1)
AIQ,EWS,West Bengal,"IPGMER, Kolkata",GENERAL MEDICINE,"₹12,000*","₹61,634",3*,"₹30,00,000*",2300,1180(1),1180(1),1180(1),,,,,,,,877(1),877(1)
DU,GEN,Delhi,"UCMS, Delhi",GENERAL MEDICINE,"₹47,220*","₹1,32,336*",1,"₹20,00,000",1000,788(3),788(3),788(3),,,397(1),397(1),476(1),,,579(3),880(3)
AIQ,EWS,Maharashtra,"Govt Med Coll, Nagpur",RADIO DIAGNOSIS,"₹1,57,100*","₹93,559",1,"₹50,00,000",1866,,,,,,,,,,,561(1),881(1)
IP,GEN,Delhi,"ABVIMS (Dr RML Hosp), Delhi",DERMATOLOGY,"₹51,000","₹1,36,008",1,"₹20,00,000",1626,,,,,,1883(1),1883(1),1883(1),,,885(1),885(1)
AIQ,GEN,Gujarat,"Medical College, Baroda",DERMATOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,659(1),1610(1),1366(1),,,804(1),804(1),804(1),,,826(1),886(1)
AIQ,OBC,Kerala,"TD Med Coll, Allepey",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,956(2),1498(2),1498(2),,,1005(2),1514(2),1514(2),,,560(2),889(2)
AIQ,EWS,Jammu and Kashmir,"Govt Med Coll, Jammu",RADIO DIAGNOSIS,"₹25,000*","₹63,240",0*,₹0*,2663,1767(1),1767(1),1767(1),,,1392(1),2035(1),2035(1),,,890(1),890(1)
DU,GEN,Delhi,"MAMC, Delhi",DERMATOLOGY,"₹16,200*","₹1,26,927*",1,"₹20,00,000",2800,937(1),937(1),937(1),,,,,,,,893(1),893(1)
AIQ,OBC,Maharashtra,"BJMC, Pune",RADIO DIAGNOSIS,"₹1,57,100*","₹93,559",1,"₹50,00,000",1296,820(2),865(2),865(2),,,533(1),576(1),588(1),,,500(2),896(2)
AIQ,GEN,West Bengal,"Govt. Med College, Kolkata",RADIO DIAGNOSIS,"₹12,000*","₹61,634",3*,"₹30,00,000*",2668,359(1),878(1),878(1),,,152(1),545(1),605(1),,,915(1),897(1)
AIQ,GEN,Punjab,"Govt Med Coll, Patiala",DERMATOLOGY,"₹1,25,000*","₹76,000*",2*,"₹20,00,000*",1130,1021(2),1563(2),1610(2),,,177(1),177(1),177(1),,,898(1),898(1)
AIQ,GEN,Andhra Pradesh,"Guntur Med Coll, Guntur",RADIO DIAGNOSIS,"₹30,000*","₹60,823",0*,₹0*,1170,,,,,,862(2),928(2),1851(2),,,742(1),899(2)
AIQ,OBC,Delhi,"UCMS, Delhi",GENERAL MEDICINE,"₹47,220*","₹1,32,336*",1,"₹20,00,000",1000,456(2),689(2),830(2),,,407(2),407(2),987(2),,,884(2),900(2)
DNB Post MBBS,GEN,Maharashtra,"Jaslok Hospital, Mumbai",DNBNUCLEAR MEDICINE,"₹1,25,000","₹86,629*",0,₹0,361,3897(1),4182(1),4182(1),,,1982(1),1982(1),1982(1),,,754(2),901(2)
AIQ,SC,Assam,"Gauhati Med Coll, Guwahati",RADIO DIAGNOSIS,"₹27,300*","₹55,200*",2*,"₹20,00,000*",2185,,,,,,,,,,,902(1),902(1)
AIQ,EWS,Delhi,"VMMC, Delhi",GENERAL SURGERY,"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,1987(2),1987(2),1987(2),,,683(1),683(1),683(1),,,906(1),906(1)
